geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.009G099000	5.35	2.67	26.13	8.8	3.87	1.54	5.46	3.54	9.28	2.82	6.35	9.04	0.81	2.55	5.87
phavu.G19833.gnm1.ann1.Phvul.009G099100	0.87	1.48	0.43	8.13	10.17	5.88	3.29	1.13	0.63	10.47	5.61	8.66	5.65	1.11	3.93
phavu.G19833.gnm1.ann1.Phvul.009G099200	0.34	0	0.35	0.36	0.58	0.51	0.19	0	0	0.4	0	0.24	0.94	0.37	0.54
phavu.G19833.gnm1.ann1.Phvul.009G099300	0.07	0	0.02	0.04	0.03	0	0	0	0.05	0.02	0.03	0	0.06	0.02	0
phavu.G19833.gnm1.ann1.Phvul.009G099400	2.56	1.16	3.76	4.5	3.8	3.24	4.17	4.35	4.55	3.23	2.89	2.5	5.21	3.5	5.47
phavu.G19833.gnm1.ann1.Phvul.009G099500	0.53	0	0.62	2.7	0.65	0.6	0.24	0.43	0.17	1.86	0.51	0.22	2.3	0.33	1.42
phavu.G19833.gnm1.ann1.Phvul.009G099600	124.6	10.96	42.98	109.92	97.67	74.09	63.2	25.55	53.06	110.49	85.52	68.37	64.12	22.23	56.42
phavu.G19833.gnm1.ann1.Phvul.009G099700	16.03	5.35	20.72	31.56	24.91	15.6	19.61	17.22	21.83	25.85	20.88	17.62	28.7	19.15	25.61
phavu.G19833.gnm1.ann1.Phvul.009G099800	18.62	5.47	16.1	37.11	24.6	15.34	17.54	2.62	1.13	44.77	11.71	7.85	12.64	9.16	7.48
phavu.G19833.gnm1.ann1.Phvul.009G099900	11.35	1.12	8.25	25.66	10.82	8.52	6.09	3.64	3.91	17.64	17	6.94	27.9	6.35	12.46
phavu.G19833.gnm1.ann1.Phvul.009G100000	6.05	1.99	7.56	12	7.75	7.83	6.05	4.72	5.68	15.26	9.08	6.35	6.81	6.28	9.04
phavu.G19833.gnm1.ann1.Phvul.009G100100	17.46	7.72	41.03	17.02	16.57	8.78	27.11	31.07	51.2	13.39	11.09	10.25	29.16	72.17	45.15
phavu.G19833.gnm1.ann1.Phvul.009G100200	11.16	3.86	3.67	13.82	7.98	4.68	3.92	0.75	3.1	3.53	0.77	0.63	1.16	1.04	0.38
phavu.G19833.gnm1.ann1.Phvul.009G100300	1.03	1.61	0	0	1.33	0	0	0	0	0.3	0	0	0	0.28	0
phavu.G19833.gnm1.ann1.Phvul.009G100400	0.43	0	1.62	1.53	234.54	0	0.31	0.28	0.65	0.17	0.44	0.61	0.79	0.31	0
phavu.G19833.gnm1.ann1.Phvul.009G100500	3.5	2.06	4.44	9.94	7.74	3.93	4.91	2.89	6.64	8.79	7.3	5.81	4.96	7.33	8.55
phavu.G19833.gnm1.ann1.Phvul.009G100600	15.2	4.06	14.86	28.61	21.5	9.82	14.9	12.19	18.23	27.06	18.51	16.44	24.98	12.17	16.86
phavu.G19833.gnm1.ann1.Phvul.009G100700	16.99	4.5	22.7	30.63	22.76	10.81	18.94	10.63	20.27	32.94	25.52	19.84	39.64	19.48	27.95
phavu.G19833.gnm1.ann1.Phvul.009G100800	0	0.37	0.11	0	0.35	0	0.11	0.8	3.11	0	0.16	0	0	0	0.11
phavu.G19833.gnm1.ann1.Phvul.009G100900	29.93	38.91	62.61	18.02	65	12.69	66.38	67.51	132.37	74.39	63.88	58.59	2.85	27.22	29.85
phavu.G19833.gnm1.ann1.Phvul.009G101000	2.36	0.7	2.78	4.55	3.56	1.61	2.71	2.68	2.87	3.76	2.85	2.38	3.77	2.45	2.28
phavu.G19833.gnm1.ann1.Phvul.009G101100	11.4	3.11	8.17	10.67	11.28	5.56	10.88	5.21	10.38	12.7	8.37	6.84	8.65	7.61	11.69
phavu.G19833.gnm1.ann1.Phvul.009G101200	4.17	4.85	8.09	4.16	6.19	2.72	5.03	6.52	19.19	3.3	2.59	2.89	5.26	14.32	15.24
phavu.G19833.gnm1.ann1.Phvul.009G101300	0.3	0.03	0.22	0.35	1.03	0	0	0	0	0	0.09	0	0.1	0.1	0.1
phavu.G19833.gnm1.ann1.Phvul.009G101400	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0.38	0
phavu.G19833.gnm1.ann1.Phvul.009G101500	27.52	31.98	241.15	157.6	165.72	36.96	141.42	143.54	491.4	115.37	21.21	35.23	109.52	201.43	181.17
phavu.G19833.gnm1.ann1.Phvul.009G101600	1.3	0.29	4.68	4.86	6.15	1.97	1.06	9.19	51.47	0.19	3	0.93	13.07	55	67.67
phavu.G19833.gnm1.ann1.Phvul.009G101700	3.49	1.33	2.6	3.58	2.23	1	2.31	3.05	2.93	3.31	3.17	2.05	4.35	2.99	2.06
phavu.G19833.gnm1.ann1.Phvul.009G101800	160.65	26.63	345.77	292.79	161.72	22.79	84.56	46.51	232.79	84.43	86.04	113.74	433.74	630.93	228.18
phavu.G19833.gnm1.ann1.Phvul.009G101900	41.35	2.92	106.31	119.11	44.45	6.34	9.39	11.96	34.71	7.07	11.12	12.38	235.78	763.19	94.17
phavu.G19833.gnm1.ann1.Phvul.009G102000	126.89	35.02	43.43	298.89	515.08	1.37	10.95	3.41	34.1	1.46	11.99	2.31	333.44	387.86	253.28
phavu.G19833.gnm1.ann1.Phvul.009G102100	1.17	0.1	1.61	1.02	0.46	0.24	1.22	0.47	0.64	0.06	0.08	0.04	3.14	4.64	2.47
phavu.G19833.gnm1.ann1.Phvul.009G102200	13.37	6.92	15.13	15.95	15.12	7.33	37.42	7.31	3.71	13.36	9.33	8.58	12.7	5.87	11.79
phavu.G19833.gnm1.ann1.Phvul.009G102300	6.45	4.99	11.99	5.23	6.07	4.21	12.14	6.49	16.42	5.42	7.64	6.1	8.83	9.3	16.68
phavu.G19833.gnm1.ann1.Phvul.009G102400	15.67	6.28	17.12	20.59	16.53	9.41	14.6	9.11	16.45	21.55	23.65	16.66	26.43	17.34	21.48
phavu.G19833.gnm1.ann1.Phvul.009G102500	0.18	0.06	0.16	0.21	0.65	0.14	0.15	0.35	0.14	0.18	0.1	0	0.54	0.1	0.07
phavu.G19833.gnm1.ann1.Phvul.009G102600	5.61	4.68	14.28	5.87	28.17	2.02	6.66	15.81	32.91	5.58	2.99	1.9	1.41	7.54	24.49
phavu.G19833.gnm1.ann1.Phvul.009G102700	1.56	0.55	1.96	3.13	3.16	1.85	1.26	0.93	0.82	2.74	2.1	0.87	1.8	0.81	0.65
phavu.G19833.gnm1.ann1.Phvul.009G102800	2.05	0.4	1.65	3.9	2.56	1.61	1.19	0.99	0.94	4.05	3.16	1.36	2.75	1.63	1.68
phavu.G19833.gnm1.ann1.Phvul.009G102900	0.09	0	0	0.05	0.16	0.14	0.15	0	0	0	0.07	0	0.05	0	0
phavu.G19833.gnm1.ann1.Phvul.009G103000	2.31	0.09	1.45	3.97	3.45	2.74	0.99	0.2	1.07	6.41	1.7	0.72	1.66	0.87	0.97
phavu.G19833.gnm1.ann1.Phvul.009G103100	0.91	0	2.51	0.66	0.33	0.14	0	0	0.07	0	0	0.14	0.05	0.93	0.87
phavu.G19833.gnm1.ann1.Phvul.009G103200	0.45	0.46	1.05	0.27	0.77	0.39	0.07	0.12	0	0	0.2	0.09	0.14	0.89	0.54
phavu.G19833.gnm1.ann1.Phvul.009G103300	293.84	200.42	127.01	212.38	449.67	21.99	53.73	32.29	96.06	228.49	78.22	97.75	168.46	97.39	57.29
phavu.G19833.gnm1.ann1.Phvul.009G103400	53.33	20.68	76.08	102.26	85.59	41.13	80.29	39.51	58.32	130.71	85.8	71.52	145.55	73.17	108.59
phavu.G19833.gnm1.ann1.Phvul.009G103500	15.65	10.64	13.22	16.56	18.42	9.9	31.2	11.78	22.85	27.73	14.76	8.32	46.43	19.86	35.98
phavu.G19833.gnm1.ann1.Phvul.009G103600	0.68	0.61	0.88	2	0.29	0	1.67	0.66	0.26	4.23	906.62	1757.67	7.87	7.89	4.18
phavu.G19833.gnm1.ann1.Phvul.009G103700	50.81	69.63	7.49	15.56	14	10.83	20.31	5.54	6.36	16.05	14.07	21.97	2.85	0.53	1.71
phavu.G19833.gnm1.ann1.Phvul.009G103800	0.47	0	0	1	0.4	0.7	0	0.91	0	0.28	7.53	2.32	41.82	10.8	60.43
phavu.G19833.gnm1.ann1.Phvul.009G103900	0.18	2	3.82	2.52	30.57	1.6	5.45	0.92	5.89	5.08	0	0.08	0.19	6.73	31.74
phavu.G19833.gnm1.ann1.Phvul.009G104000	76.57	31.37	92.24	116.95	91.57	51.83	86.25	48.32	76.14	121.81	113.9	88.7	154.65	94.7	146.44
phavu.G19833.gnm1.ann1.Phvul.009G104100	6.41	3.33	8.43	12.21	18.45	4.47	20.83	10.8	25.4	30.46	14.79	18.64	14.47	18.44	46.36
phavu.G19833.gnm1.ann1.Phvul.009G104200	10.32	0	0	35.49	0.7	3.06	0	1.18	14.43	0	3.12	1.44	787.53	264.8	364.6
phavu.G19833.gnm1.ann1.Phvul.009G104300	23.82	7.12	26.01	37.8	29.5	24.18	32.62	15.32	17.72	22.77	22.43	18.85	83.13	36.79	50.29
phavu.G19833.gnm1.ann1.Phvul.009G104400	0.1	0.09	0	0.33	0.09	0.47	0.17	0.2	0	0	0	0	0.06	7.36	5.92
phavu.G19833.gnm1.ann1.Phvul.009G104500	6.72	1.34	7.42	9.77	7.49	4.69	5.27	3.3	6.45	12.93	8.87	4.96	14.61	5.89	11.52
phavu.G19833.gnm1.ann1.Phvul.009G104600	1.48	0.38	1.16	2.04	2.43	1.49	2.08	1.65	1.82	6.18	4.89	3.42	2.95	1.14	2.41
phavu.G19833.gnm1.ann1.Phvul.009G104700	1.69	0.14	0.92	1.69	2.36	2.07	0.98	1.34	0.56	4.37	4.63	2.25	2.56	0.68	1.63
phavu.G19833.gnm1.ann1.Phvul.009G104800	12.2	11.51	10.75	17.63	14.18	9.75	13.55	7.66	14.13	15.44	16.97	11.67	16.99	13.64	13.82
phavu.G19833.gnm1.ann1.Phvul.009G104900	1.89	1.95	6.21	0.47	1.5	0.44	0.63	0.43	5.62	0.43	0.45	0.21	1.28	7.91	9.93
phavu.G19833.gnm1.ann1.Phvul.009G105000	0.7	0	1.43	0.37	0	0	0.38	0	0.53	0	0	0	2.69	29.66	8.92
phavu.G19833.gnm1.ann1.Phvul.009G105100	6.86	2.01	7.36	29.57	17.85	12.41	9.76	1.25	1.15	34.01	17.65	17.47	19.54	2.85	9.34
phavu.G19833.gnm1.ann1.Phvul.009G105200	2.12	0.64	2.5	5.67	3.03	2	2.57	1.48	1.84	3.46	1.67	0.86	3.42	1.37	2.04
phavu.G19833.gnm1.ann1.Phvul.009G105300	132.61	379.14	129.28	141.31	222.06	24.31	410.08	53.31	103.15	10.45	3.23	4.22	0.37	4.46	39.04
phavu.G19833.gnm1.ann1.Phvul.009G105400	0.77	0.69	0.24	0.63	2.8	0.54	0.36	0.06	0.09	0.11	0.09	0.04	3.07	11.47	16.18
phavu.G19833.gnm1.ann1.Phvul.009G105500	32.77	6.21	42.97	62.93	44.84	20.97	36.17	16.08	23.3	61.32	53.93	39.33	96.57	39.94	55.82
phavu.G19833.gnm1.ann1.Phvul.009G105600	49.59	7.84	14.93	29.56	17.37	12.25	9.74	4.74	10.18	15.74	18.98	14.56	12.05	5.27	7.3
phavu.G19833.gnm1.ann1.Phvul.009G105700	9.33	3.16	15.17	14.18	11.34	8.03	11.56	9.35	10.67	13.75	28.55	27.5	14.8	9.78	13.29
phavu.G19833.gnm1.ann1.Phvul.009G105800	0.05	0.03	0.33	0.05	1.39	0.25	0.16	0.23	0.23	0.06	0.05	0	0.13	0.63	0.79
phavu.G19833.gnm1.ann1.Phvul.009G105900	0	0.03	0.04	0	0	0.11	0	0	0.06	14.72	1.03	0.48	0	0.12	0.08
phavu.G19833.gnm1.ann1.Phvul.009G106000	3.49	0	4.58	4.14	0.67	2.35	0.42	0.76	1.76	5.27	0.6	0.28	0.85	1.25	1.03
phavu.G19833.gnm1.ann1.Phvul.009G106100	17.05	7.22	78.85	30.16	21.58	6.85	23.96	18.58	19.6	5.53	12.04	20.94	19.95	22.8	26.38
phavu.G19833.gnm1.ann1.Phvul.009G106200	16.71	6.53	5.74	6.95	8.19	11.07	34.18	3.02	5.36	32.62	16.19	11.44	15.04	8.92	11.83
phavu.G19833.gnm1.ann1.Phvul.009G106300	16.29	5.56	16.99	22.12	19.44	10.63	19.45	10.61	13.73	33.85	48.26	47.21	34.96	17.41	25
phavu.G19833.gnm1.ann1.Phvul.009G106400	0.16	0.07	2.77	2.18	3.65	0.49	0.4	0.64	1.18	0.43	0.6	0.38	8.46	30.7	42.52
phavu.G19833.gnm1.ann1.Phvul.009G106500	25.5	12.72	39.38	29.96	36.45	14.06	28.13	19.59	32.87	34.32	30.84	21.29	32.69	41.75	36.79
phavu.G19833.gnm1.ann1.Phvul.009G106600	39.05	5.26	49.35	76.08	52.02	22.43	25.55	27.02	40.77	75.88	54.3	21.78	106.12	35.25	76.25
phavu.G19833.gnm1.ann1.Phvul.009G106700	4.25	0.27	7.08	15.86	10.29	10.44	4.13	2.03	2.65	17.55	5.29	2.63	12.94	5.14	7.54
phavu.G19833.gnm1.ann1.Phvul.009G106800	15.8	5.43	110.46	28.7	43.77	9.78	44.53	42.31	77.9	137.68	80	76.51	165.16	186.75	99.77
phavu.G19833.gnm1.ann1.Phvul.009G106900	93.98	12.22	101.54	175.61	87.48	61.44	86.77	48.27	80.78	154.4	143.24	81.6	200.18	67.14	123.82
phavu.G19833.gnm1.ann1.Phvul.009G107000	2.3	1.68	6.14	4.79	5.71	1.38	5.17	4.49	9.43	5.91	5.78	5.91	6.7	6.28	9.28
phavu.G19833.gnm1.ann1.Phvul.009G107100	1.85	0.35	5.54	4.85	2.92	0.74	1.61	1.91	3.27	2.07	1.19	1.19	7.28	9.77	5.05
phavu.G19833.gnm1.ann1.Phvul.009G107200	20.72	8.18	24.82	22.27	18.07	10.46	21.87	12.38	21.22	25.31	26.18	14.92	25.33	34.82	26.96
phavu.G19833.gnm1.ann1.Phvul.009G107300	0	0	0	0.01	0.26	0	0.24	0.09	0.1	0.01	0	0	0.04	0	0.02
phavu.G19833.gnm1.ann1.Phvul.009G107400	1.07	0.62	0.75	1.26	2.38	2.62	5.1	2.84	2.83	1.19	0.32	0.25	1.18	0.67	1.15
phavu.G19833.gnm1.ann1.Phvul.009G107500	0.24	0.11	0.25	1.11	1.02	0.54	0.26	0.06	0	0.95	0.32	0.04	0.69	0.06	0.22
phavu.G19833.gnm1.ann1.Phvul.009G107600	7.87	3.14	7.54	11.69	10.01	6.09	7.43	6.71	7.04	12.76	8.43	4.71	6.77	7.78	7.62
phavu.G19833.gnm1.ann1.Phvul.009G107700	44.24	4.67	27.67	113.79	134.59	84.88	105.33	18.56	33.11	193.85	156.14	114.08	4.47	1.16	3.53
phavu.G19833.gnm1.ann1.Phvul.009G107800	18.12	8.25	24.59	33.41	31.33	22.13	25.8	15.13	15.21	38.45	24.4	21.52	37.68	17.45	42.13
phavu.G19833.gnm1.ann1.Phvul.009G107900	2.01	1.53	2.98	4.74	3.21	1.82	1.83	0.95	1.38	1.39	1.52	1.15	10.92	5.1	6.24
phavu.G19833.gnm1.ann1.Phvul.009G108000	197.01	178.72	151.39	196.58	261.31	67.05	206.17	78.96	160.31	343.86	276.87	218.39	382.17	129.9	225.27
phavu.G19833.gnm1.ann1.Phvul.009G108100	4.54	0.17	0.39	70.86	21.83	3.44	0	0	0.14	0	4.09	5.8	5522.7	897.55	2517.78
phavu.G19833.gnm1.ann1.Phvul.009G108200	11.16	9.57	8.37	9.78	16.63	8.19	15.25	18.19	52.55	11.29	10.47	9.21	6.39	3.37	6.52
phavu.G19833.gnm1.ann1.Phvul.009G108300	0.1	0.09	0.07	0.41	195.36	31.2	36.28	0.94	0.58	0.12	0.05	0	0.46	2.46	2.48
phavu.G19833.gnm1.ann1.Phvul.009G108400	2.74	7.19	8.56	4.47	3.73	1.24	4.42	4.08	4.16	1.94	1.14	0.82	7.45	3.89	8.31
phavu.G19833.gnm1.ann1.Phvul.009G108500	24.85	1.85	51.46	27.29	9.05	3.19	8.65	5.88	11.84	6.41	4.16	3.59	45.85	73.67	10.65
phavu.G19833.gnm1.ann1.Phvul.009G108600	0.25	0.11	2.71	1.98	2.72	0.46	0.71	0.39	0.08	1.69	0.08	0.25	0.55	2	4.13
phavu.G19833.gnm1.ann1.Phvul.009G108700	12.91	12.49	1.73	1.66	2.94	4.2	2.6	2.01	0.59	1.18	1.69	0.69	0.64	0.24	0.48
phavu.G19833.gnm1.ann1.Phvul.009G108800	39.18	23.04	13.96	47.25	51.65	5.06	42.53	130.41	346.05	5.52	13.3	12.67	516.37	518.38	407.21
phavu.G19833.gnm1.ann1.Phvul.009G108900	2.23	0	0	7.08	7.12	0.75	0.09	0	0.13	0.2	0	0	0	0.27	0
phavu.G19833.gnm1.ann1.Phvul.009G109000	0.23	0.07	0.08	0.97	0.39	0	0.17	0.89	0.11	4.12	2.22	0.54	0	0.25	2.99
phavu.G19833.gnm1.ann1.Phvul.009G109100	0.02	0	0	0.22	0.07	0	0.02	0.04	0	0	0.1	0.03	0.16	0.18	7.8
phavu.G19833.gnm1.ann1.Phvul.009G109200	0.09	0.06	0.11	0.39	0.15	0.06	0.07	0	0.03	0.2	0.07	0.03	4.02	5.59	15.64
phavu.G19833.gnm1.ann1.Phvul.009G109300	7.18	2.36	6.51	17.22	15.32	10.71	8.47	6.95	10.69	12.16	6.17	5.44	5.86	5.85	10.73
phavu.G19833.gnm1.ann1.Phvul.009G109400	2.08	1.27	2.82	2.99	4.09	2.64	6.21	4.47	5.39	4.95	2.83	2.06	1.53	1.07	3.67
phavu.G19833.gnm1.ann1.Phvul.009G109500	6.76	3.87	12.1	6.77	8.81	5.58	8.87	9.74	13.86	8	14.55	10.16	11.07	9.75	13.95
phavu.G19833.gnm1.ann1.Phvul.009G109600	128.95	10.82	297.56	155.76	24.65	11.7	114.81	74.77	196.64	23.72	11.29	13.76	3.19	61.55	61.15
phavu.G19833.gnm1.ann1.Phvul.009G109700	0.15	0.33	38.49	2.88	0.9	0.45	0.24	1.09	2.89	0.49	0.98	0.64	2.22	7.01	101.29
phavu.G19833.gnm1.ann1.Phvul.009G109800	3.27	0.27	2.82	4	3.11	3.15	2.32	1.45	1.26	5.41	4.06	1.3	6.66	2.84	4.38
phavu.G19833.gnm1.ann1.Phvul.009G109900	46.91	12.03	57.44	48.96	31.38	17.66	38.55	23.45	30.16	24.43	16.55	16.07	42.79	43.39	32.55
phavu.G19833.gnm1.ann1.Phvul.009G110000	19.57	6.75	12.52	17.15	15.28	6.79	12.1	7.01	14.43	13.4	10.63	7.33	10.93	8.99	11.67
phavu.G19833.gnm1.ann1.Phvul.009G110100	4.89	1.38	4.92	1.82	2.97	0.4	2	2.9	7.9	0.53	0.98	0.95	0.97	5.1	4.46
phavu.G19833.gnm1.ann1.Phvul.009G110200	15.76	7.1	10.61	13.22	11.76	7.13	13.32	9.11	13.88	14.81	14.51	10.33	11.9	8.14	10.7
phavu.G19833.gnm1.ann1.Phvul.009G110300	12.16	1.78	9.35	20.33	10.11	5.75	9.83	5.67	4.5	21.48	18.29	12.13	31.85	8.29	11.06
phavu.G19833.gnm1.ann1.Phvul.009G110400	3.91	0.88	2.37	11.8	8.9	2.12	4.8	0	0	1.57	134.51	123.27	179.29	19.14	69.8
phavu.G19833.gnm1.ann1.Phvul.009G110500	10.91	3.1	66.99	26.66	16.6	7.23	6.31	21.11	27.94	18.97	8.34	4.52	10.24	23.64	22.85
phavu.G19833.gnm1.ann1.Phvul.009G110600	9.82	2.81	31.47	20.12	19.8	12.16	17.81	11.49	25.08	2.22	4.08	3.09	4.99	9.53	53.71
phavu.G19833.gnm1.ann1.Phvul.009G110700	0.21	0.1	0	1.71	0.37	0	0	0	0	0.76	0	0	0.35	0.69	0
phavu.G19833.gnm1.ann1.Phvul.009G110800	0	0	0	0.87	0	0	0	0	0	0	0	0	33.61	4.37	1.15
phavu.G19833.gnm1.ann1.Phvul.009G110900	75.39	18.36	53.15	64.96	53.84	7.67	50.65	36.29	138.91	46.21	26.59	30.5	34.3	109.87	61.33
phavu.G19833.gnm1.ann1.Phvul.009G111000	11.1	18.37	12.31	35.76	83.49	12.07	55.41	32.77	103.16	57.09	88.62	125.95	82.67	16.73	66
phavu.G19833.gnm1.ann1.Phvul.009G111100	0.08	0.26	0.09	0.36	0.29	0.13	0.09	0	0.06	5.17	4.59	6.76	0.42	0.68	0.81
phavu.G19833.gnm1.ann1.Phvul.009G111200	0.39	2.79	0.67	1.66	5.13	0	3.4	1.77	9.45	0.15	2	4.07	3.86	6.72	41.04
phavu.G19833.gnm1.ann1.Phvul.009G111300	9.62	3.95	14.82	24.95	20.23	8.75	12.4	8.52	20.52	15.42	9.01	7.13	20.31	15.16	16.57
phavu.G19833.gnm1.ann1.Phvul.009G111400	3.83	1.33	4.29	7.89	4.73	3.37	3.23	2.53	3.32	6.87	3.57	2.11	3.4	2.03	3.76
phavu.G19833.gnm1.ann1.Phvul.009G111500	22.3	2.51	38.49	72.6	10.47	10.35	3.08	1.25	2.28	18.64	5.83	3.31	81.54	195.62	26.18
phavu.G19833.gnm1.ann1.Phvul.009G111600	7.71	3.29	13.35	16.97	15.35	8.24	15.01	11.65	18.55	15.59	11.85	12.42	15.21	13.92	12.31
phavu.G19833.gnm1.ann1.Phvul.009G111700	5.39	2.34	1.97	3.55	2.43	1.52	1.9	0.82	1.72	2.26	1.56	1.01	2.45	1.15	1.15
phavu.G19833.gnm1.ann1.Phvul.009G111800	0.07	0.79	0	0	0	0.22	0	0.29	0.44	0.43	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.009G111900	2.85	2.23	3.16	4.38	3.77	1.77	3.03	2.28	5.21	4.07	2.25	1.15	4.35	3.79	3.91
phavu.G19833.gnm1.ann1.Phvul.009G112000	55.08	31.37	34.48	20.48	21.19	5.63	21.92	17.15	20.83	2.65	0.83	0.36	3.65	9.38	1.55
phavu.G19833.gnm1.ann1.Phvul.009G112100	4.8	1.13	9.69	0.52	6.23	0.13	0.23	1.97	7.54	1.49	0.84	0.57	5.83	2.16	2.38
phavu.G19833.gnm1.ann1.Phvul.009G112200	0.75	0.33	0.74	3.66	3.42	1.13	1.73	7.46	13.96	4.49	2.11	2.17	1.99	2.85	2.62
phavu.G19833.gnm1.ann1.Phvul.009G112300	45.18	20.48	84.8	88.52	64.85	37.12	82.12	67.01	114.49	53.73	45.04	39.88	72.49	73.19	75.92
phavu.G19833.gnm1.ann1.Phvul.009G112400	7.76	1.69	16.65	14.56	7.64	6.08	9.09	4.22	3.69	22.97	7.26	4.23	48.37	40.17	14.23
phavu.G19833.gnm1.ann1.Phvul.009G112500	14.3	3.91	28.23	26.83	12.63	12.95	17.33	7.65	6.75	37.89	13.04	6.68	86	64.18	24.73
phavu.G19833.gnm1.ann1.Phvul.009G112600	17.4	0.9	18.32	47.27	27.58	19.05	11.02	0.98	0.16	50.45	12.58	8.2	61.06	19.7	21.01
phavu.G19833.gnm1.ann1.Phvul.009G112700	6.7	2.2	7.44	11.38	7.42	6.19	7.05	6.39	5.65	9.79	5.05	4.09	5.39	4.22	5.65
phavu.G19833.gnm1.ann1.Phvul.009G112800	14.34	8.22	30.32	36.68	33.87	18.71	39.25	25.26	41.98	35.24	23.43	22.65	33.29	27.43	52.28
phavu.G19833.gnm1.ann1.Phvul.009G112900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.009G113000	1.21	0.2	2.4	4.22	2.17	0.83	1.89	1.77	2.37	2.21	1.44	0.51	3.51	4.82	13.4
phavu.G19833.gnm1.ann1.Phvul.009G113100	1.09	0	1.21	6.6	1.87	1.1	0.69	0	0.14	0.54	1.54	0.52	0.4	0.1	0.1
phavu.G19833.gnm1.ann1.Phvul.009G113200	7.92	3.39	1	4.33	3.33	2.13	6.14	4.64	2.93	15.61	15.73	4.64	0.97	0.38	1.13
phavu.G19833.gnm1.ann1.Phvul.009G113300	31.47	3.53	29.51	47.64	28.96	13.67	51.79	13.21	17.5	61.81	44.68	42.82	113.87	23.34	48.64
phavu.G19833.gnm1.ann1.Phvul.009G113400	132.22	12.49	137.02	168.86	65.72	52.43	124.5	23.1	48.66	133.59	69.51	73.68	172.32	104.68	67.47
phavu.G19833.gnm1.ann1.Phvul.009G113500	1817.06	1125.44	187.47	486.19	449.99	381.63	524.3	146.41	188.69	252.72	222.25	129.9	244.07	73.3	146.52
phavu.G19833.gnm1.ann1.Phvul.009G113600	77.85	7.66	56.69	59.24	11	4.78	20.29	10.14	28.91	10.29	7.27	5.18	24.01	33.77	14.84
phavu.G19833.gnm1.ann1.Phvul.009G113700	25.69	7.02	24.73	51.71	37.84	18.81	26.71	25.99	41.99	47.41	42.61	43.62	37.34	16.57	33.3
phavu.G19833.gnm1.ann1.Phvul.009G113800	2.19	3.61	70.68	7.87	22.7	5.75	19.25	30.8	88.42	10.07	5.67	3.11	1.14	18.11	52.56
phavu.G19833.gnm1.ann1.Phvul.009G113900	0.87	0.82	2.41	1.69	2.73	1.67	2.79	2.17	1.81	4.35	1.22	1.06	0.66	0.85	0.64
phavu.G19833.gnm1.ann1.Phvul.009G114000	5.27	2.49	10.55	7.21	8.87	6.48	15.29	9.94	13.14	10.43	21.97	19.92	8.47	5.45	9.22
phavu.G19833.gnm1.ann1.Phvul.009G114100	370.76	77.76	1399.98	1044.28	638.92	422.33	346.45	604.05	438.36	1222.15	540.82	529.17	777.05	615.89	1320.57
phavu.G19833.gnm1.ann1.Phvul.009G114200	3.67	1.31	5.72	8.96	7.57	3.49	5.71	3.89	3.81	5.7	5.49	4.33	4.62	2.15	4.37
phavu.G19833.gnm1.ann1.Phvul.009G114300	0.39	0.38	0.36	0.66	0.73	0.47	1.19	0.61	1	0.32	0.42	0.66	0.39	0.04	0.5
phavu.G19833.gnm1.ann1.Phvul.009G114400	5.04	9.93	28.77	5.39	19.06	1.5	6.64	9.84	36.19	5.28	3.7	6.09	0.3	14.3	49.41
phavu.G19833.gnm1.ann1.Phvul.009G114500	17.73	1.89	35.26	25.91	34.58	8.47	13.37	14.22	31.37	4.46	1.6	4.13	17.21	137.2	83.65
phavu.G19833.gnm1.ann1.Phvul.009G114600	26.19	0.18	52.03	22.75	0.7	0.62	1.12	0	2.17	14.77	4.1	2.92	71.72	94.46	3.94
phavu.G19833.gnm1.ann1.Phvul.009G114700	1.85	0.42	3.19	4.33	4.8	1.36	3.29	1.83	2.73	4.78	2.11	1.98	1.76	2.11	1.5
phavu.G19833.gnm1.ann1.Phvul.009G114800	3.38	1.27	5.61	8.04	9	2.31	3.45	4.04	5.12	7.74	4.2	3.26	2.4	2.59	3.14
phavu.G19833.gnm1.ann1.Phvul.009G114900	0.52	0.37	9.91	12.75	8.51	1.1	0.28	0.2	0.32	0.68	0.16	0.59	1.03	3.71	2.67
phavu.G19833.gnm1.ann1.Phvul.009G115000	3.08	1.5	7.37	5.73	4.47	2.19	6.66	3.74	6.21	6.59	3.98	3.97	6.54	5.16	7.22
phavu.G19833.gnm1.ann1.Phvul.009G115100	11.76	1.61	8.18	21.36	12	7.46	6.08	2.74	1.26	23.92	10.25	6.96	7.66	5.41	9.15
phavu.G19833.gnm1.ann1.Phvul.009G115200	1.33	0.47	1.13	2.13	1.88	0.43	0.41	0.37	1.59	1.07	1.61	1.36	0.84	2.56	8.74
phavu.G19833.gnm1.ann1.Phvul.009G115300	9.31	4.88	15.04	18.39	18.74	7.51	13.92	9.3	15.12	21.74	13.66	9.92	16.48	15.01	22.26
