geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.007G260800	0	0.05	0.71	1.9	0	0	0	0.89	2.26	0.07	0.18	0	1.89	31.56	54.88
phavu.G19833.gnm1.ann1.Phvul.007G260900	20.16	4.47	12.23	31.31	19.57	11.78	20.41	17.92	14.98	4.66	3.54	2.77	14.96	15.34	3.95
phavu.G19833.gnm1.ann1.Phvul.007G261000	6.62	2.3	16.97	9.02	9.79	3.25	6.27	11.23	15.01	6.53	2.39	1.61	10.25	23.05	8.76
phavu.G19833.gnm1.ann1.Phvul.007G261100	67.55	8.84	74.33	107.03	46.54	29.87	55.31	12.78	34.73	61.91	24.61	27.65	186.83	68.64	84.71
phavu.G19833.gnm1.ann1.Phvul.007G261200	0	0	0	0	0.05	0	0.1	0.12	0	0	0	0.05	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G261300	11.2	5.48	16.37	15.08	12.39	8.86	13.23	12.84	12.52	14.3	12.22	12.21	23.86	16.91	17.09
phavu.G19833.gnm1.ann1.Phvul.007G261400	2.37	1.35	4.43	3.58	2.51	2.19	3.32	4.15	4.27	2.52	2.49	1.82	2.66	4.05	3.47
phavu.G19833.gnm1.ann1.Phvul.007G261500	24.78	27.71	2.99	11.04	3.14	24.53	60.73	45.71	52.62	71.09	46.3	38.1	0.37	0.36	0.29
phavu.G19833.gnm1.ann1.Phvul.007G261600	8.99	3.26	12.44	15.47	10.91	3.97	11.92	11.41	18.04	16.19	15.35	13.71	14.3	9.53	15.51
phavu.G19833.gnm1.ann1.Phvul.007G261700	1.62	0.91	5.21	7.79	1.39	3.06	4.41	1.18	4.3	116.88	20.9	17.31	4.69	28.16	142.08
phavu.G19833.gnm1.ann1.Phvul.007G261800	18.1	6.62	22.22	30.83	21.17	13.12	15.7	11.69	21.99	28.05	24.91	18.46	22.7	16.15	24.47
phavu.G19833.gnm1.ann1.Phvul.007G261900	2.37	0.77	2.46	3.36	2.76	1.53	1.87	1.03	1.5	3.72	2.81	1.63	2.69	2.72	2.89
phavu.G19833.gnm1.ann1.Phvul.007G262000	29.95	10.44	50.93	51.09	42.79	17.87	29.81	18.07	40.3	39.63	35.66	34.11	49.66	50.01	44.86
phavu.G19833.gnm1.ann1.Phvul.007G262100	14.94	6.46	12.09	22.77	19.96	11.57	16.14	11.09	18.82	14.97	12.29	8.85	18.58	8.34	22.7
phavu.G19833.gnm1.ann1.Phvul.007G262200	16.66	8.4	30.2	29.24	27.76	12.74	30.6	21.94	39.83	28.9	30.23	30.24	30.16	16.29	25.98
phavu.G19833.gnm1.ann1.Phvul.007G262300	0.43	0.22	0.05	0.38	120.18	0	0.68	0.05	0	0.11	0	0	0.13	0	0.08
phavu.G19833.gnm1.ann1.Phvul.007G262400	1.56	0.36	1.17	2.46	1.56	1.52	1.5	0.45	1.17	2.03	1.64	1.13	1.94	0.67	1.2
phavu.G19833.gnm1.ann1.Phvul.007G262500	0.68	0.15	1.49	1.05	1.36	0.17	0.8	0.43	1.16	5.87	3.74	2.52	1.05	0.68	1.83
phavu.G19833.gnm1.ann1.Phvul.007G262600	2.14	1.02	3.62	4.06	3.32	1.25	2.18	1.55	2.72	4.04	2.18	1.82	4.37	2.75	3.02
phavu.G19833.gnm1.ann1.Phvul.007G262700	19.75	6.19	24	26.74	18.82	9.49	20.5	12.44	20.61	34.24	34.13	33.52	43.9	22.85	27.63
phavu.G19833.gnm1.ann1.Phvul.007G262800	3.6	0.9	7.42	5.11	5.94	3.34	5.32	4.69	7.1	3.86	2.76	2.06	7.51	8.56	6.05
phavu.G19833.gnm1.ann1.Phvul.007G262900	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G263000	23.42	7.81	25.51	25.82	22.04	9.86	22.67	9.84	19.74	31.68	35.61	25.74	43.29	28.43	32.76
phavu.G19833.gnm1.ann1.Phvul.007G263100	0	0	0	0	0.16	0	0	0	0	0	0.03	0	0	0.02	0
phavu.G19833.gnm1.ann1.Phvul.007G263200	18.96	7.84	19.7	24.46	19.73	8.41	18.22	15.53	31.72	27.69	21.01	15.88	30.99	22.37	29.73
phavu.G19833.gnm1.ann1.Phvul.007G263300	0.38	0.45	0.79	0.61	2.83	0.69	0.25	0.22	0	0.54	0.77	0.22	0.97	1.57	1.1
phavu.G19833.gnm1.ann1.Phvul.007G263400	7.83	10.32	1.71	2.31	2.69	2.24	3.45	1.82	2.01	2.18	1.72	1.31	0.78	0.24	0.6
phavu.G19833.gnm1.ann1.Phvul.007G263500	8.99	7.54	13.48	10.71	10.6	5.83	9.1	7.77	8.47	17.32	26.33	7.87	11.18	11.7	14.96
phavu.G19833.gnm1.ann1.Phvul.007G263600	0.46	0.19	0.17	0.18	0.22	0.13	0.55	0.24	0.51	0.4	0	0.24	0.05	0.09	0
phavu.G19833.gnm1.ann1.Phvul.007G263700	5.63	4.06	12.6	7.2	13.89	8.15	15.21	16.48	27.65	18.82	6.6	16.57	16.59	15.31	11.77
phavu.G19833.gnm1.ann1.Phvul.007G263800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G263900	3.17	2.21	3.63	0.38	1.21	2.13	0	0	0	0.83	7.06	0	4.66	0.38	4.9
phavu.G19833.gnm1.ann1.Phvul.007G264000	5.68	4.03	4.22	3.88	4.07	3.34	3.7	3.7	7.9	6.91	9.12	4.83	5.48	7.57	6.41
phavu.G19833.gnm1.ann1.Phvul.007G264100	363.94	100.28	280.58	358.42	245.14	194.39	210.76	77.45	103.8	431.34	821.94	429.52	593.5	291.46	486.56
phavu.G19833.gnm1.ann1.Phvul.007G264200	191.77	18.65	131.15	213.48	108.74	93.81	87.45	29.74	45.82	165.98	234.96	100.83	401.55	97.5	226.9
phavu.G19833.gnm1.ann1.Phvul.007G264300	9.76	2.35	11.64	15.08	6.96	4.59	9.8	3.6	6.14	14.19	7.02	2.59	26.53	7	12.81
phavu.G19833.gnm1.ann1.Phvul.007G264400	0.05	0	0.22	2.31	0.74	0.16	0	0.11	0.16	4.61	1305.62	1615.14	0.42	0.47	0.06
phavu.G19833.gnm1.ann1.Phvul.007G264500	6.04	2.42	2.94	15.69	15.22	2.61	2.53	1.16	1.23	0.13	0.08	0.08	24.92	25.95	21.44
phavu.G19833.gnm1.ann1.Phvul.007G264600	1.66	0.77	2.6	0.21	0.91	0.6	1.09	0.26	0.1	0.28	0.31	0.14	0.11	2.08	1.92
phavu.G19833.gnm1.ann1.Phvul.007G264700	13.63	1.25	19.14	37.23	16.46	12.65	12.48	8.98	10.47	34.04	42.37	23.04	57.87	21.49	26.53
phavu.G19833.gnm1.ann1.Phvul.007G264800	2.03	3.86	14.5	4.89	1.75	0.87	2.65	0.65	0.8	7.09	4.36	4.06	0.24	0.76	2.29
phavu.G19833.gnm1.ann1.Phvul.007G264900	0.07	0	0.15	0.55	0.19	0.22	0.08	0.14	0.5	0.04	0.23	0	0.08	2.81	22.99
phavu.G19833.gnm1.ann1.Phvul.007G265000	23.25	13.1	23.81	19.71	21.37	10.47	18.99	21.77	34.25	18.22	13.86	11.31	14.42	32.15	29.66
phavu.G19833.gnm1.ann1.Phvul.007G265100	0.1	0.05	0.5	0.65	1.49	0.16	0.21	0.17	0.58	1.19	0.48	0.25	0.76	0.49	0.31
phavu.G19833.gnm1.ann1.Phvul.007G265200	4.07	1.73	5.08	9.24	6.9	2.79	4.02	4.12	6.94	7.24	5.54	4.49	3.9	3.2	4.03
phavu.G19833.gnm1.ann1.Phvul.007G265300	4.7	4.47	1.32	1.87	2.3	1.41	1.88	0.11	0.15	1.34	0.04	0.29	0.03	0.1	0.15
phavu.G19833.gnm1.ann1.Phvul.007G265400	10.54	7.85	6.18	7	13.97	6.28	9.72	5.56	6.26	13.32	5.17	3.87	4.66	4.6	9.19
phavu.G19833.gnm1.ann1.Phvul.007G265500	16.44	17.78	26.1	14.96	52.91	13.05	40.4	25.81	43.06	55.43	30.53	38.11	32.7	24.96	32.61
phavu.G19833.gnm1.ann1.Phvul.007G265600	0	0	0	0	0	0	0.11	0	0	1.99	0.16	0	0	0.11	0
phavu.G19833.gnm1.ann1.Phvul.007G265700	3.14	0.97	7.06	6.5	12.14	3.56	7.91	12.62	25.56	5.45	0.45	0.7	0.76	5.29	9.53
phavu.G19833.gnm1.ann1.Phvul.007G265800	12.79	10.65	16.36	17.76	18.9	7.25	17.23	16.81	34.48	10.49	9.02	6.53	13.56	19.4	20.45
phavu.G19833.gnm1.ann1.Phvul.007G265900	9.5	2.85	8.48	10.7	8.27	4.23	5.29	6.12	9.51	7.86	8.89	4.47	9.39	8.86	12.6
phavu.G19833.gnm1.ann1.Phvul.007G266000	25.66	6.88	40.5	20.17	19.04	11.04	60.15	42.47	47.97	7.22	22.97	21.82	30.54	31.27	46.97
phavu.G19833.gnm1.ann1.Phvul.007G266100	0.22	0	0.75	0.19	0.27	0.54	4.27	1.29	0.91	0.97	0.72	0.44	0.15	1.19	1.32
phavu.G19833.gnm1.ann1.Phvul.007G266200	1.63	0.24	1.56	1.96	1.34	1.26	0.58	0.67	0.41	2.05	1.32	0.73	1.64	0.79	1.2
phavu.G19833.gnm1.ann1.Phvul.007G266300	4.4	1.24	3	5.65	4.35	1.58	2.87	1.98	2.37	2.59	2.01	1	4.8	1.85	3.03
phavu.G19833.gnm1.ann1.Phvul.007G266400	9.06	1.74	17.71	7.66	5.28	1.68	4.58	4.5	6.68	3.83	4.03	1.61	15.87	37.9	18.64
phavu.G19833.gnm1.ann1.Phvul.007G266500	2.33	1.22	2.24	2.99	2.03	0.85	2.2	2.3	2.16	2.35	2.63	1.19	1.5	2.61	2.49
phavu.G19833.gnm1.ann1.Phvul.007G266600	145.5	31.9	187.18	180.65	106.7	27.47	90.78	88.73	189.36	158.81	75.33	77.48	165.38	188.15	153.93
phavu.G19833.gnm1.ann1.Phvul.007G266700	38.41	38.33	35.27	24.5	35.19	9.25	45.75	31.09	78.01	33.7	20.85	19.2	8.3	24.18	22.32
phavu.G19833.gnm1.ann1.Phvul.007G266800	0	0	0	0	0	0.71	0	0.15	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G266900	0.11	0	0	0.85	0	0	0.25	0	0	0	0	0	27.04	42.71	21.95
phavu.G19833.gnm1.ann1.Phvul.007G267000	22.6	7.3	37.75	35.77	32.41	13.03	42.68	20.21	43.13	37.61	22.6	36.78	49.17	39.91	49.22
phavu.G19833.gnm1.ann1.Phvul.007G267100	0.06	0.27	0.02	0	0.07	0	0.02	0.08	0	0.86	11.92	6.07	0.07	0.06	0.19
phavu.G19833.gnm1.ann1.Phvul.007G267200	1.62	0.19	2.22	0.98	0.37	0	0.35	0.95	0.41	0.32	0.58	0.15	6.06	119.57	24.13
phavu.G19833.gnm1.ann1.Phvul.007G267300	164.86	3.08	140.41	85.26	11.27	3.47	22.26	10.79	76.81	14.86	5.05	6.24	93.08	165.38	31.68
phavu.G19833.gnm1.ann1.Phvul.007G267400	4.55	0.83	6.65	8.43	4.37	4.23	3.61	4.06	5.04	5.55	4.76	2.91	7.83	4.98	5.88
phavu.G19833.gnm1.ann1.Phvul.007G267500	10.65	3.08	11.64	17.56	13.06	8.56	9.39	7.75	10.21	10.63	7.95	5.94	15.15	8.65	9.82
phavu.G19833.gnm1.ann1.Phvul.007G267600	0	0	0	0	0	0	0	0	0	0	0.62	0	3.57	0.58	0.58
phavu.G19833.gnm1.ann1.Phvul.007G267700	29.53	0.12	18.35	4.99	0.34	0.4	0.14	0.13	0.2	0.47	1.32	1.22	104.01	459.03	41.03
phavu.G19833.gnm1.ann1.Phvul.007G267800	0.6	0	0.22	0.81	0.84	0	0.3	0.11	0.08	0.51	0.08	0	2.93	4.34	0.81
phavu.G19833.gnm1.ann1.Phvul.007G267900	18.28	14.09	37.14	18.8	35.46	5.56	14.08	26.27	41.16	12.78	10.56	10.83	1.15	37.26	38.23
phavu.G19833.gnm1.ann1.Phvul.007G268000	37.29	8.04	40.13	47.44	43.74	10.57	23.7	18	44.83	77.4	39.96	48.17	33.69	44.42	46.61
phavu.G19833.gnm1.ann1.Phvul.007G268100	35.34	4.01	33	49.01	25.47	18.01	14.86	11.03	15.99	43.62	42.64	18.21	65.27	26.57	41.86
phavu.G19833.gnm1.ann1.Phvul.007G268200	28.3	11.95	36.75	39.83	38.49	3.97	16.71	25.06	32.35	23.11	19.7	39.78	30.41	11.52	35.11
phavu.G19833.gnm1.ann1.Phvul.007G268300	6.02	1.57	26.89	9.12	10.61	1.15	4.57	6.69	19.86	14.6	6.1	7.71	10.58	30.97	10.42
phavu.G19833.gnm1.ann1.Phvul.007G268400	0.1	0	0.2	0.21	0.33	0	0.21	0.57	0	0.11	0	0	0.11	0.52	2.27
phavu.G19833.gnm1.ann1.Phvul.007G268500	0	0	0	0	0.45	0	0	0	0	8.25	36.71	37.13	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G268600	917.09	656.11	1964.96	488.77	1053.11	82.62	1292.56	1094.15	2852.07	186.41	562.4	418.61	57.32	324.58	230.1
phavu.G19833.gnm1.ann1.Phvul.007G268700	519.74	95.91	316.69	219.26	124.47	42.79	246.7	178.43	419.43	34.16	34.81	20.65	7.99	86.5	12.52
phavu.G19833.gnm1.ann1.Phvul.007G268800	220.7	2.96	205.06	154.51	20.86	2.5	46.69	26.36	197.29	1.2	1.27	1.44	31.5	93.85	3.14
phavu.G19833.gnm1.ann1.Phvul.007G268900	177.74	2.46	306.13	173.84	13.73	7.15	92.39	20.93	65.15	52.58	22.34	20.2	80.72	53.78	13.37
phavu.G19833.gnm1.ann1.Phvul.007G269000	3.23	1.09	3.32	15.32	16.67	7.03	7.81	2.17	6.89	17.91	6.38	5.61	1.11	0.65	2.7
phavu.G19833.gnm1.ann1.Phvul.007G269100	4.22	1.53	8.15	15.52	18.88	4.86	10.1	1.41	0.9	9.31	7.94	10.29	8.84	7.37	17.53
phavu.G19833.gnm1.ann1.Phvul.007G269200	0.13	0.05	1.87	0.33	0.29	0.14	0.52	0.69	1.22	2.38	0.46	0.58	0.04	0.12	0.06
phavu.G19833.gnm1.ann1.Phvul.007G269300	9.05	5.29	13.17	6.24	8.24	1.79	8.37	6.4	5.57	6.83	13.45	10.28	2.24	7.36	19.77
phavu.G19833.gnm1.ann1.Phvul.007G269400	0.42	0.21	1.63	5.33	0.46	0	0.26	6.17	4.8	0.49	10.85	11.27	3.55	8.98	2.36
phavu.G19833.gnm1.ann1.Phvul.007G269500	6.72	1.29	5.01	13.76	8.85	8.28	3.31	3.21	2	11.85	13.44	7.2	11.5	5.98	5.62
phavu.G19833.gnm1.ann1.Phvul.007G269600	6.4	2.61	4.79	4.67	3.5	0	4.76	1.7	11.91	0.34	0.45	0	1.92	7.85	9.01
phavu.G19833.gnm1.ann1.Phvul.007G269700	0.54	0.48	1.24	0.4	4.33	0.16	0.7	0.1	0.49	0.13	0.12	0.19	0.06	1.18	0.86
phavu.G19833.gnm1.ann1.Phvul.007G269800	14.15	1.62	1.33	35.14	12.62	1.57	2.16	2.19	2.88	8.27	3.99	3.07	2.95	0.56	0.46
phavu.G19833.gnm1.ann1.Phvul.007G269900	2.02	0.56	0.16	14.43	8.28	6.58	0	0	0.94	55.09	17.94	13.05	0.51	0.67	0.5
phavu.G19833.gnm1.ann1.Phvul.007G270000	6.59	0.49	6.57	14.54	5.43	7.46	3.68	5.57	3.17	8.27	6.58	2.54	15.1	4.89	6.23
phavu.G19833.gnm1.ann1.Phvul.007G270100	127.98	71.97	271.63	232.5	242.95	102.19	232.69	182.32	321.13	285.78	287.13	237.11	261.91	277.32	360.34
phavu.G19833.gnm1.ann1.Phvul.007G270200	5.92	1.33	5.21	10.12	9.96	5.16	8.08	5.23	6.65	11.2	6.67	5.09	9.24	4.7	7.51
phavu.G19833.gnm1.ann1.Phvul.007G270300	0	0.3	0	0	0	0	0	0	0	6.3	120.44	117.04	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G270400	0	0.04	0.04	0.09	0.28	0.75	1.08	1.29	1.13	1.27	0.64	0.41	0	0	0.04
phavu.G19833.gnm1.ann1.Phvul.007G270500	40.66	5.95	36.31	73.92	36.38	24.75	30.75	19.77	35.65	55.9	42.63	25.58	63.36	20.67	34.25
phavu.G19833.gnm1.ann1.Phvul.007G270600	0.43	0.06	0.77	0.9	3.69	0.8	3.74	2.12	11.08	2.28	2.83	2.48	0	0.16	0.05
phavu.G19833.gnm1.ann1.Phvul.007G270700	0.52	0.52	1.03	0.88	1.15	2.4	1.73	1.37	0.97	2.41	0.28	0.04	0.3	0.53	1.01
phavu.G19833.gnm1.ann1.Phvul.007G270800	0.63	0.23	0.38	2.57	866.73	25	87.82	3.57	0.4	107.84	69.43	36.86	50.17	27.11	74.7
phavu.G19833.gnm1.ann1.Phvul.007G270900	61.12	11.82	70.58	84.23	53.1	30.51	62.85	40.16	65.17	72.88	75.65	62.02	137.35	60.82	85.19
phavu.G19833.gnm1.ann1.Phvul.007G271000	142.6	246.61	20.96	24.21	85.05	19.62	102.84	28.16	82.15	25	15.44	11.25	0.36	0.23	0.76
phavu.G19833.gnm1.ann1.Phvul.007G271100	14.25	8.06	16.52	15.38	15.69	10.11	18.07	9.27	9.74	22.79	15.64	11.53	9.91	5.68	14.41
phavu.G19833.gnm1.ann1.Phvul.007G271200	0.87	0.5	3.66	1.37	1.1	0.46	0.45	2.44	3.02	1	0.35	0.29	0.11	1.02	1.47
phavu.G19833.gnm1.ann1.Phvul.007G271300	3.66	2.49	3.54	3.68	4.2	0.92	3.18	3.41	4.79	2.59	2.65	3.52	4.8	6.34	8.59
phavu.G19833.gnm1.ann1.Phvul.007G271400	0.29	0.08	0.47	0.78	3.55	0.11	0.62	0.11	0.14	0.24	0.31	0.05	1.13	0.49	0.57
phavu.G19833.gnm1.ann1.Phvul.007G271500	7.47	2.96	10.25	14.1	10.19	5.05	8.83	8.04	11.19	10.51	7.72	6.62	10.61	11.25	10.36
phavu.G19833.gnm1.ann1.Phvul.007G271600	0	0	0	0	0.36	7.57	0	0	0	18.25	4.18	1.49	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G271700	1.02	0.11	9.93	7.71	1.14	0.61	1.61	1.73	1.19	3.18	0.63	0.8	41.71	60.74	10.09
phavu.G19833.gnm1.ann1.Phvul.007G271800	0.28	0	8.12	14.51	0.95	0.84	0	6.21	0.21	1.31	2.35	4.14	68.67	158.58	439.46
phavu.G19833.gnm1.ann1.Phvul.007G271900	3.27	0.79	3.45	3.05	2.79	1.08	3.29	0.86	2.33	2.21	3.73	2.66	7.96	5.12	4.69
phavu.G19833.gnm1.ann1.Phvul.007G272000	9.31	5.71	7.53	21.11	22.25	7.38	13.56	9.15	18.57	10.28	12.23	12.38	14.53	14.02	36.72
phavu.G19833.gnm1.ann1.Phvul.007G272100	30.98	22.97	56.52	70.57	83.42	34.28	177.51	150.08	347.91	34.63	32.93	30.14	42.38	50	23.97
phavu.G19833.gnm1.ann1.Phvul.007G272200	3.43	0.11	1.97	12.6	4.36	3.84	0.79	0.34	0.19	6.45	4.39	5.31	4.32	1.71	2.24
phavu.G19833.gnm1.ann1.Phvul.007G272300	11.32	2.95	12.44	17.73	20.22	7.65	7.79	6.22	22.82	18.72	12.87	19.41	16.71	17.54	16.55
phavu.G19833.gnm1.ann1.Phvul.007G272400	72.71	20.65	92.82	144.08	105.09	51.16	131.89	50.76	74.38	136.45	98.41	73.62	176.09	72.95	124.07
phavu.G19833.gnm1.ann1.Phvul.007G272500	2.53	4.57	2.73	3.43	2.69	2.19	4.16	4.31	4.81	3.7	2.1	1.54	6.41	1.9	5.57
phavu.G19833.gnm1.ann1.Phvul.007G272600	6.05	3.83	17.58	10.15	9.23	4.2	11.35	12.03	20.93	12.67	12.55	8.24	15.77	18.96	16.45
phavu.G19833.gnm1.ann1.Phvul.007G272700	0	0.31	0.48	0	0.81	0.35	0.13	0	0.53	0.14	0.18	0	0	0.13	0.13
phavu.G19833.gnm1.ann1.Phvul.007G272800	0	0	0.35	0	0.29	0	0.19	0	0	0.61	0	0	0	0.37	0
phavu.G19833.gnm1.ann1.Phvul.007G272900	8.48	0.46	9.25	3.84	0.44	2.33	0.84	0	3.89	0.3	0.4	0	2.26	13.57	3.57
phavu.G19833.gnm1.ann1.Phvul.007G273000	0.13	0	0.66	0.55	0.44	0.77	0.28	1.49	2.13	0.15	0.39	0	2.11	14.03	8.31
phavu.G19833.gnm1.ann1.Phvul.007G273100	4.42	7.97	4.18	2.25	2.92	1.46	3.45	1.39	5.8	0.57	0.11	0.26	1.26	3.12	6.05
phavu.G19833.gnm1.ann1.Phvul.007G273200	0.22	0.09	0.25	4.93	0.71	0.44	0.56	1.14	0.52	0.69	0.49	0.97	10.22	65.85	165.34
phavu.G19833.gnm1.ann1.Phvul.007G273300	6.13	5.33	10.22	9.84	11.82	6.37	9.68	16.71	27.51	15.24	12.28	10.82	3.37	5.88	15.41
phavu.G19833.gnm1.ann1.Phvul.007G273400	1.84	0.36	3.38	0.43	0.43	0.3	0.38	2.04	10.85	0.82	0	0	0.49	10.99	4.51
phavu.G19833.gnm1.ann1.Phvul.007G273500	263.93	178.61	309.97	335.3	340.44	229.23	444.1	274.23	233.18	517.15	572.56	377.9	614.81	219.94	565.24
phavu.G19833.gnm1.ann1.Phvul.007G273600	4.49	7.45	3.72	2.57	4.89	0.33	14.08	13.67	22.24	2.2	1.18	4.21	11.34	13.69	20.46
phavu.G19833.gnm1.ann1.Phvul.007G273700	4.38	1.12	6.47	7.39	4.33	3.69	4.81	3.57	5.71	7.51	8.7	6.12	6.66	5.28	6.07
phavu.G19833.gnm1.ann1.Phvul.007G273800	2.63	1.71	3.66	2.39	4.36	2.59	4.66	4.3	2.69	3.58	2.28	1.78	4.57	5.18	6.82
phavu.G19833.gnm1.ann1.Phvul.007G273900	0.5	0.17	0.88	1.91	2.22	0.76	0.6	0.65	0.93	0.82	0.41	0.25	0.61	0.51	0.67
phavu.G19833.gnm1.ann1.Phvul.007G274000	41.89	22.9	6.56	10.17	7.65	8.43	6.88	2.91	2.26	3.4	2.23	1.06	3.16	1.91	2.48
phavu.G19833.gnm1.ann1.Phvul.007G274100	0.13	0	23.39	17.83	20.65	0.91	0.19	0	0.13	0	0.4	0.24	0.09	0.14	0.23
phavu.G19833.gnm1.ann1.Phvul.007G274200	134.72	18.7	107.31	206.22	110.1	103.71	91.48	50.18	56.65	223.32	310.28	179.26	320.31	92.82	187.98
phavu.G19833.gnm1.ann1.Phvul.007G274300	26.72	15.5	43.78	41.13	48.96	24.57	60.07	28.65	32.43	48.86	32.75	32.59	83.14	29.96	64.76
phavu.G19833.gnm1.ann1.Phvul.007G274400	12.77	9.87	40.06	26.39	31.39	12.31	54.33	26.79	40.17	23.86	11.14	9.5	5.17	26.01	64.75
phavu.G19833.gnm1.ann1.Phvul.007G274500	9.99	1.34	11.66	19.36	11.06	10.49	5.88	6.76	7.07	13.39	13.68	4.94	16.03	11.54	11.72
phavu.G19833.gnm1.ann1.Phvul.007G274600	6.69	1.96	18.26	10.14	7.47	5.64	6.03	6.74	6.85	9.9	6.38	3.78	8.94	21.9	15.6
phavu.G19833.gnm1.ann1.Phvul.007G274700	144.72	107.81	182.31	185.69	223.44	84.36	176.84	120.56	170.03	195.63	129.78	111.15	289.4	182.56	262.3
phavu.G19833.gnm1.ann1.Phvul.007G274800	0.17	0.18	0.86	0.29	4.19	0.3	0.04	0.72	1.01	1.11	0.82	0.81	0.26	1.51	1.68
phavu.G19833.gnm1.ann1.Phvul.007G274900	15.17	2.74	1.52	24.87	33.09	5.66	15.13	2.23	8.73	0.6	0.47	0.66	0	0.14	0.19
phavu.G19833.gnm1.ann1.Phvul.007G275000	27.18	9.73	52.98	48.29	60.29	18.05	51.15	40.37	94.41	81.83	79.84	70.11	62.27	53.82	77.98
phavu.G19833.gnm1.ann1.Phvul.007G275100	6.35	4.22	5.02	5.74	5.18	2.97	6.74	4.22	5.56	7.59	8.47	5.88	5.95	4.8	4.72
phavu.G19833.gnm1.ann1.Phvul.007G275200	6.45	2.69	5.5	10.8	8.4	4.21	5.79	4.47	4.63	7.78	4.63	3.37	5.88	3.9	5.84
phavu.G19833.gnm1.ann1.Phvul.007G275300	0.07	0.62	9.88	0.8	0.68	0.05	0.05	0.14	0.22	0.07	0.1	0.08	0.18	1.88	23.81
phavu.G19833.gnm1.ann1.Phvul.007G275400	18.51	1.73	17.32	57.16	31.24	23.01	13.7	6.22	8.52	64.13	28.41	20.76	46.52	15.15	20.71
phavu.G19833.gnm1.ann1.Phvul.007G275500	2.16	0.16	1.08	2.2	2.52	0.74	0.68	0.68	1.69	1.16	1.99	0.99	1.92	1.99	1.19
phavu.G19833.gnm1.ann1.Phvul.007G275600	1.81	0.12	2.15	0.89	3.59	1.68	1.97	2.17	1.69	2.47	1.07	2.38	1.38	2.1	2.82
phavu.G19833.gnm1.ann1.Phvul.007G275700	2.65	0	3.91	0.12	37.65	0	0.25	0	0	0	0	0	0.38	0.75	0.25
phavu.G19833.gnm1.ann1.Phvul.007G275800	4.6	0.5	2.08	0.12	46.75	0.68	0.24	0.44	0.17	0	0	0	3.96	1.57	1.68
phavu.G19833.gnm1.ann1.Phvul.007G275900	12.3	0	0	0.35	2750.74	0.99	2.86	0	0	0	0	0	1.63	0	0.18
phavu.G19833.gnm1.ann1.Phvul.007G276000	1.07	0.3	4.41	1	1.38	1.22	1.31	0.65	1.02	1.27	1.44	0.48	1.33	10.76	15.09
phavu.G19833.gnm1.ann1.Phvul.007G276100	0.44	0	0.08	3.93	3.29	0.22	0	0	0	0	0	0.21	188.57	95.07	124.78
phavu.G19833.gnm1.ann1.Phvul.007G276200	176.48	0	1.34	4.16	119.88	1.96	0.28	0.25	0.59	0	0	0	2.43	3.78	1.53
phavu.G19833.gnm1.ann1.Phvul.007G276300	51.84	0.29	0.51	0.7	99.91	0.5	0.89	0	0	0	0	0	1.99	1.06	0.7
phavu.G19833.gnm1.ann1.Phvul.007G276400	26.26	0.17	0.64	5.21	3.33	0.19	0.27	0.24	0.66	0.37	0	0.36	0.62	0.67	0.73
phavu.G19833.gnm1.ann1.Phvul.007G276500	22.03	0.48	0.49	14.18	19.66	0	0.13	0	0.27	0.49	0.46	0	0.46	1.28	1.01
phavu.G19833.gnm1.ann1.Phvul.007G276600	1.22	0.55	0	2.12	2.89	0	0.17	0	0	0.18	0.24	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.007G276700	16.95	13.12	32.52	2.64	21.51	1.49	4.31	12.84	31.69	0.19	0.25	0	141.1	37.45	61.53
phavu.G19833.gnm1.ann1.Phvul.007G276800	322.07	46.44	245.44	423.16	253.65	191.13	235.79	100.69	125.46	439.81	539.25	308.04	823.86	249.78	500.96
phavu.G19833.gnm1.ann1.Phvul.007G276900	1.37	0	0	6.61	0.99	0.35	0	0	0	0	0	0.08	0.25	0.31	5.02
phavu.G19833.gnm1.ann1.Phvul.007G277000	0.21	0.06	2.57	0.07	0.84	0	0	0	0.21	0	0.21	0	0.46	0.3	0.15
phavu.G19833.gnm1.ann1.Phvul.007G277100	6.6	5.48	0.99	0.64	75.36	38.15	115.03	3.28	0.73	0	0	0	1.06	1.16	0.9
phavu.G19833.gnm1.ann1.Phvul.007G277200	7.5	1.57	7.33	15.35	10.33	9.11	8.66	5.74	5.97	9.92	3.87	2.57	8.25	3.13	3.92
phavu.G19833.gnm1.ann1.Phvul.007G277300	0	0.21	0	0	0	0	0	0	0	0.28	0	0	0	0	0
